"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","6","tests.unit","test_handler_registry","","","","test_load_invalid_yaml_configs[handlers.CampaignClassifierHandler.senders-None]","
    Parametrized test for various invalid YAML configurations.

    Each test modifies a specific part of the valid configuration and expects a ValueError.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit","test_email_schema","","","","test_preprocess_payload_invalid_date","
    Test preprocess_payload with an invalid date format.

    Ensures that a ValueError is raised for an improperly formatted date.
    "
"passed","Wed Jan 15 13:16:35 UTC 2025","Wed Jan 15 13:16:35 UTC 2025","0","tests.unit","test_logging","","","","test_json_logging_format","
    Ensure that logs are formatted as JSON with required fields.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","2","tests.unit","test_generic_view","","","","test_generic_view_calls_handler_handle","
    Test that the selected handler's handle method is called with the Email object.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","0","tests.unit","test_email_schema","","","","test_flatten_payload_valid_input","
    Test flatten_payload with a well-structured nested email payload.

    Verifies that the method correctly extracts and flattens fields from
    nested structures.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","4","tests.unit","test_generic_view","","","","test_access_handler_registry_in_view","
    Test that the handler registry can be accessed via app context.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","0","tests.unit","test_handler_registry","","","","test_handler_registry_rejects_invalid_handler[123]","
    Test that the handler registry rejects invalid handler classes.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","4","tests.unit","test_handler_registry","","","","test_valid_yaml_config_has_expected_keys","
    Test that a valid YAML configuration parsing produces expected top-level keys and structure.

    Ensures that the configuration defines 'handlers' and each handler has 'steps' and 'senders'.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","3","tests.unit","test_handler_registry","","","","test_valid_yaml_config_parses_senders","
    Test that the senders in a valid YAML configuration are correctly parsed.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit.handlers","test_steps","","","","test_assign_campaign_type_with_matching_subject","
    Test that assign_campaign_type assigns the correct campaign type
    based on a matching subject keyword.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","8","tests.unit","test_factory","","","","test_config",""
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit","test_generic_view","","","","test_generic_view_missing_required_fields[headers.subject-Validation failed]","
    Parametrized test for missing required fields.

    Ensures that missing required fields return a 400 error.
    "
"passed","Wed Jan 15 13:16:35 UTC 2025","Wed Jan 15 13:16:35 UTC 2025","5","tests.unit","test_logging","","","","test_logging_initialization","
    Test that the app logs a startup message during initialization.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit.handlers","test_campaign_classifier_handler","","","","test_campaign_classifier_handler_integration[subject-Special Sale-promotion]","
    Integration test to verify that CampaignClassifierHandler processes an Email object correctly,
    assigning campaign_type based on a dynamic field while leaving other fields untouched.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit","test_health","","","","test_health_check_endpoint","
    Test the health check endpoint returns the correct response.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","0","tests.unit","test_email_schema","","","","test_preprocess_payload_missing_required_fields[headers.subject-Missing required fields]","
    Test preprocess_payload with missing required fields.

    Ensures that a ValueError is raised when required fields are missing.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","2","tests.unit.handlers","test_campaign_classifier_handler","","","","test_campaign_classifier_handler_integration[subject-Weekly Newsletter-unclassified]","
    Integration test to verify that CampaignClassifierHandler processes an Email object correctly,
    assigning campaign_type based on a dynamic field while leaving other fields untouched.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","6","tests.unit","test_factory","","","","test_create_app_initializes_handler_registry_correctly","
    Test that create_app correctly initializes handler_registry with configuration.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","2","tests.unit.handlers","test_base_handler","","","","test_base_handler_stores_final_email_model","
    Test that the final modified email model is passed to the storage step to be stored in the database.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","2","tests.unit","test_generic_view","","","","test_generic_view_valid_payload_returns_200","
    Test /generic/new with a valid payload.

    Ensures that a valid payload returns a 200 OK status
    and the correct JSON response.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","5","tests.unit","test_handler_registry","","","","test_load_invalid_yaml_configs[root-modification0]","
    Parametrized test for various invalid YAML configurations.

    Each test modifies a specific part of the valid configuration and expects a ValueError.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","0","tests.unit","test_email_schema","","","","test_flatten_payload_missing_fields[envelope.to-recipient]","
    Test flatten_payload with missing keys in the nested payload.

    Ensures that missing fields return None without raising errors.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit","test_handler_registry","","","","test_handler_registry_rejects_invalid_handler[invalid_handler4]","
    Test that the handler registry rejects invalid handler classes.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit.handlers","test_campaign_classifier_handler","","","","test_campaign_classifier_handler_has_correct_steps","
    Test that CampaignClassifierHandler includes only the assign_campaign_type step.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","0","tests.unit","test_email_schema","","","","test_flatten_payload_missing_fields[headers.date-date]","
    Test flatten_payload with missing keys in the nested payload.

    Ensures that missing fields return None without raising errors.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","0","tests.unit","test_email_schema","","","","test_from_flat_data_creates_valid_email","
    Test from_flat_data creates a valid Email instance.

    Ensures the factory method correctly initializes an Email model.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit.handlers","test_steps","","","","test_assign_campaign_type_does_not_modify_unrelated_fields","
    Test that assign_campaign_type does not modify unrelated fields.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit","test_generic_view","","","","test_generic_view_invalid_input[headers.date-Invalid Date-Validation failed]","
    Parametrized test for invalid input values.

    Ensures specific fields with invalid data return a 400 error.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit","test_email_schema","","","","test_preprocess_payload_missing_required_fields[envelope.from-Missing required fields]","
    Test preprocess_payload with missing required fields.

    Ensures that a ValueError is raised when required fields are missing.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit.handlers","test_base_handler","","","","test_base_handler_executes_steps_in_order","
    Test that BaseHandler executes steps in the correct order,
    passing the modified email object through each step.
    "
"passed","Wed Jan 15 13:16:34 UTC 2025","Wed Jan 15 13:16:34 UTC 2025","1","tests.unit","test_generic_view","","","","test_generic_view_invalid_input[envelope.from-invalid-email-Validation failed]","
    Parametrized test for invalid input values.

    Ensures specific fields with invalid data return a 400 error.
    "
